,Unnamed: 0,name,Daily,%YD,%LW,Theaters,Avg,To Date,Days,Distributor
4851,4851, 'Waves',"$6,781 ",-31.50%,-,4,"$1,695 ","$167,231 ",7,A24\n\n
4867,4867, 'The Chambermaid',$650 ,-,-,2,$325 ,"$86,422 ",147,Kino Lorber\n\n
4870,4870, 'White Snake',$411 ,42.70%,-,1,$411 ,"$3,856 ",7,GKIDS\n\n
4997,4997, 'Winnie the Pooh',"$281,274 ",-11.80%,-59.40%,"1,632",$172 ,"$23,633,846 ",21,Walt Disney Studios Motion Pictures\n\n
5030,5030, 'Delhi Belly',$665 ,-19.10%,-82.70%,7,$95 ,"$1,527,190 ",35,UTV Motion Pictures\n\n
5037,5037, 'Double Dhamaal',$20 ,-50%,-83.10%,1,$20 ,"$543,627 ",42,Reliance Big Pictures\n\n
5077,5077, 'The Last Godfather',"$1,793 ",10.90%,-81.60%,20,$89 ,"$159,488 ",12,Roadside Attractions\n\n
5116,5116," ""Child's Play""",", ",", ",", ",", ",", ",", ",", ",", "
5118,5118, 'Super 30',"$54,361 ",-39.70%,-,317,$171 ,"$1,289,701 ",7,Reliance Big Pictures\n\n
5132,5132, 'Anna',"$15,859 ",22.50%,-44.50%,92,$172 ,"$7,547,489 ",28,Lionsgate\n\n
5138,5138, 'The Art of Self-Defense',"$8,506 ",-33%,-,7,"$1,215 ","$159,289 ",7,Bleecker Street Media\n\n
5144,5144, 'Sword of Trust',"$1,203 ",-6.70%,-,2,$601 ,"$24,743 ",7,IFC Films\n\n
5153,5153, 'The Quiet One',$251 ,-44.30%,-,13,$19 ,"$24,404 ",28,IFC Films\n\n
5154,5154, 'Three Peaks',$126 ,-4.50%,-32.30%,1,$126 ,"$5,389 ",21,Greenwich Entertainment\n\n
5155,5155, 'Ophelia',$118 ,-10.60%,-,2,$59 ,"$47,922 ",21,IFC Films\n\n
5157,5157, 'Next Friday',"$368,040 ",-6.10%,-20%,"1,335",$275 ,"$41,266,350 ",23,New Line Cinema\n\n
5159,5159, 'Stuart Little',"$201,662 ",-1.40%,-21.70%,-,-,"$123,923,500 ",49,Sony Pictures Releasing\n\n
5161,5161, 'Magnolia',"$136,932 ",-8.20%,-25.60%,"1,086",$126 ,"$18,020,908 ",49,New Line Cinema\n\n
5163,5163, 'Any Given Sunday',"$114,555 ",-6.30%,-36.20%,"2,012",$56 ,"$72,845,556 ",44,Warner Bros.\n\n
5164,5164," ""Isn't She Great""",", ",", ",", ",", ",", ",", ",", ",", "
5167,5167, 'Man on the Moon',"$31,225 ",-9%,-12.10%,624,$50 ,"$33,933,390 ",44,Universal Pictures\n\n
5183,5183, 'Pootie Tang',"$185,359 ",0.90%,-,712,$260 ,"$1,875,377 ",5,Paramount Pictures\n\n
5186,5186, 'Jumanji: The Next Level',"$3,215,901 ",-7%,-,"4,227",$760 ,"$75,811,365 ",7,Sony Pictures Releasing\n\n
5187,5187, 'Frozen II',"$1,903,713 ",10.10%,8.30%,"4,078",$466 ,"$374,233,961 ",28,Walt Disney Studios Motion Pictures\n\n
5188,5188, 'Knives Out',"$911,551 ",-19.90%,-27.50%,"3,413",$267 ,"$83,448,909 ",23,Lionsgate\n\n
5189,5189, 'Richard Jewell',"$411,258 ",-17.80%,-,"2,502",$164 ,"$6,977,659 ",7,Warner Bros.\n\n
5190,5190, 'A Beautiful Day in the Neighborhood',"$373,254 ",-23.50%,-38.70%,"2,855",$130 ,"$51,195,051 ",28,Sony Pictures Releasing\n\n
5192,5192, 'Queen & Slim',"$240,830 ",-35.60%,-52.60%,"1,560",$154 ,"$34,748,765 ",23,Universal Pictures\n\n
5193,5193, 'Black Christmas',"$222,245 ",-17.40%,-,"2,625",$84 ,"$5,448,650 ",7,Universal Pictures\n\n
5194,5194, 'Dark Waters',"$154,305 ",-36.20%,-51.40%,"2,112",$73 ,"$9,755,609 ",28,Focus Features\n\n
5198,5198, '21 Bridges',"$70,017 ",-49.70%,-65.30%,"1,533",$45 ,"$26,935,123 ",28,STX Entertainment\n\n
5199,5199, 'Uncut Gems',"$49,901 ",-21.30%,-,5,"$9,980 ","$777,864 ",7,A24\n\n
5200,5200, 'Playmobil: The Movie',"$44,230 ",145%,76.80%,"1,458",$30 ,"$1,063,213 ",14,STX Entertainment\n\n
5210,5210, 'Bombshell',"$15,410 ",-34.80%,-,4,"$3,852 ","$409,281 ",7,Lionsgate\n\n
5216,5216, 'A Hidden Life',"$5,047 ",-7.40%,-,5,"$1,009 ","$72,143 ",7,Fox Searchlight Pictures\n\n
5218,5218, 'Killing Sarai',"$4,169 ",-45%,-64.70%,160,$26 ,"$404,255 ",14,Pantelion Films\n\n
5224,5224, 'The Whistleblower',"$2,732 ",-,-76.20%,30,$91 ,"$280,851 ",14,CMC Pictures Holdings\n\n
5230,5230, 'Kind Hearts and Coronets2019 Re-release',$939 ,44.20%,41.60%,1,$939 ,"$26,628 ",23,Rialto Pictures\n\n
5231,5231, 'Sympathy for the Devil',$850 ,-2%,-25.40%,7,$121 ,"$42,451 ",21,-
5234,5234, 'Midnight Family',$421 ,-6.40%,11.10%,3,$140 ,"$12,010 ",14,1091 Media\n\n
5236,5236, 'The Kindness of Strangers',$187 ,-42.10%,71.60%,3,$62 ,"$2,705 ",14,-
5239,5239, 'Chinese Portrait',$41 ,36.70%,-,1,$41 ,$617 ,7,The Cinema Guild\n\n
5317,5317," ""The Black Waters of Echo's Pond""",", ",", ",", ",", ",", ",", ",", ",", "
5345,5345, 'Colombiana',"$453,106 ",-12.10%,-45.20%,"2,614",$173 ,"$25,778,706 ",14,TriStar Pictures\n\n
5355,5355, 'Conan the Barbarian',"$115,281 ",-6.40%,-65.20%,"1,722",$66 ,"$20,617,016 ",21,Lionsgate\n\n
5356,5356, 'One Day',"$110,358 ",-1.80%,-55.70%,"1,187",$92 ,"$13,052,222 ",21,Focus Features\n\n
5362,5362, 'Fright Night',"$87,105 ",-7.90%,-74.30%,"1,468",$59 ,"$17,634,455 ",21,Walt Disney Studios Motion Pictures\n\n
5369,5369, 'Saving Private Perez',"$27,065 ",-18.20%,-,161,$168 ,"$927,267 ",7,Lionsgate\n\n
5371,5371, 'Bodyguard',"$21,617 ",-39.90%,-81.70%,88,$245 ,"$1,480,187 ",9,Reliance Big Pictures\n\n
5385,5385, 'Resurrect Dead: The Mystery of the Toynbee Tiles',"$3,306 ",716.30%,-,1,"$3,306 ","$7,618 ",7,Argot Pictures\n\n
5394,5394, '5 Days of War',$339 ,-18.50%,318.50%,6,$56 ,"$16,938 ",21,Anchor Bay Films\n\n
5395,5395, 'Redemption Road',$254 ,-18.80%,-70.40%,10,$25 ,"$29,384 ",14,Freestyle Releasing\n\n
5402,5402, 'Vertical Limit',"$1,236,709 ",23.20%,-,"2,307",$536 ,"$17,748,095 ",5,Sony Pictures Releasing\n\n
5404,5404, 'Proof of Life',"$910,337 ",21.10%,-,"2,705",$336 ,"$11,869,917 ",5,Warner Bros.\n\n
5405,5405, 'Unbreakable',"$566,794 ",28.90%,-42.80%,"2,682",$211 ,"$78,409,578 ",21,Walt Disney Studios Motion Pictures\n\n
5406,5406, '102 Dalmatians',"$289,578 ",34.30%,-21.70%,"2,704",$107 ,"$44,794,876 ",21,Walt Disney Studios Motion Pictures\n\n
5409,5409, 'Rugrats in Paris: The Movie',"$179,753 ",31.30%,-22.30%,"2,840",$63 ,"$60,787,232 ",26,Paramount Pictures\n\n
5410,5410, 'The 6th Day',"$129,616 ",34.70%,-57.90%,"1,833",$70 ,"$33,227,203 ",26,Sony Pictures Releasing\n\n
5465,5465, 'The Talented Mr. Ripley',"$2,187,000 ",-40%,-,"2,309",$947 ,"$29,571,126 ",7,Paramount Pictures\n\n
5467,5467, 'Bicentennial Man',"$2,019,000 ",-23%,33%,"2,767",$729 ,"$33,347,111 ",15,Walt Disney Studios Motion Pictures\n\n
5468,5468, 'Anna and the King',"$1,172,000 ",-25.90%,42.60%,"2,129",$550 ,"$20,542,000 ",15,Twentieth Century Fox\n\n
5526,5526, 'The World Is Not Enough',"$3,363,208 ",29.30%,-,"3,163","$1,063 ","$41,484,122 ",5,Metro-Goldwyn-Mayer (MGM)\n\n
5530,5530, 'Dogma',"$508,275 ",43.10%,-34.10%,"1,287",$394 ,"$16,597,985 ",12,Lionsgate\n\n
5532,5532, 'The Messenger: The Story of Joan of Arc',"$282,197 ",40.40%,-49.10%,"2,147",$131 ,"$11,019,123 ",12,Sony Pictures Releasing\n\n
5542,5542, 'Light It Up',"$77,768 ",17.50%,-44%,"1,252",$62 ,"$4,758,401 ",14,Twentieth Century Fox\n\n
5571,5571, 'The Polar Express2011 IMAX Release',"$20,707 ",44.20%,141.20%,25,$828 ,"$351,745 ",21,Warner Bros.\n\n
5588,5588, 'Pastorela',"$1,982 ",-18.30%,-59.50%,44,$45 ,"$146,168 ",14,Lionsgate\n\n
5592,5592, 'Answers to Nothing',$104 ,-38.10%,-91.20%,7,$14 ,"$21,872 ",14,Roadside Attractions\n\n
5635,5635, 'Too Late to Die Young',"$2,191 ",-,-,1,"$2,191 ","$2,191 ",1,-
5657,5657," ""BTS World Tour 'Love Yourself: Speak Yourself' (The Final) Seoul Live Viewing""","$1,226,552 ",-,-,490,"$2,503 ","$1,226,552 ",1,Fathom Events\n\n
5663,5663, 'Spirited Away2019 Re-release',"$561,821 ",-,-,765,$734 ,"$561,821 ",1,Fathom Events\n\n
5669,5669, 'Raymonda: Bolshoi Ballet',"$181,361 ",-,-,383,$473 ,"$181,361 ",1,Fathom Events\n\n
5670,5670, 'Bolshoi Ballet: Raymondadomestic',"$181,361 ",-,-,383,$473 ,"$181,361 ",1,Fathom Events\n\n
5675,5675, 'Jesus Is King',"$110,000 ",-26.70%,-,372,$295 ,"$830,000 ",3,IMAX\n\n
5692,5692, 'One Piece: Stampede',"$5,872 ",-98.20%,-,10,$587 ,"$770,755 ",4,FUNimation Entertainment\n\n
5698,5698, 'The Sky Is Pink',"$1,986 ",-35.60%,-94.50%,11,$180 ,"$652,592 ",17,-
5857,5857, 'The Day',$117 ,19.40%,-90.20%,2,$58 ,"$20,984 ",16,Anchor Bay Films\n\n
5889,5889, 'Ek Tha Tiger',"$136,056 ",-34.90%,-,120,"$1,133 ","$345,064 ",2,Yash Raj Films\n\n
5901,5901, 'Savages',"$29,775 ",-4.10%,-65.90%,270,$110 ,"$46,953,215 ",42,Universal Pictures\n\n
5904,5904, 'Katy Perry: Part of Me',"$22,148 ",-5.20%,-26.90%,202,$109 ,"$25,178,320 ",43,Paramount Pictures\n\n
5912,5912, 'The Imposter',"$4,123 ",-31.40%,-20.40%,13,$317 ,"$189,614 ",35,-
5916,5916, 'Max and the Junkmen',"$2,143 ",-12.90%,-,1,"$2,143 ","$20,445 ",7,Rialto Pictures\n\n
5918,5918, 'Total Recall2012 Re-release',"$1,871 ",-0.30%,-,2,$935 ,"$12,570 ",7,Rialto Pictures\n\n
5958,5958, 'Soldiers of Fortune',"$3,005 ",17.90%,-,50,$60 ,"$38,201 ",7,Roadside Attractions\n\n
6011,6011, 'On the Bowery',"$2,298 ",-18.30%,-44.50%,1,"$2,298 ","$35,088 ",10,Milestone\n\n
6053,6053, 'Something from Nothing: The Art of Rap',"$5,032 ",10.50%,-69.50%,16,$314 ,"$285,538 ",14,-
6083,6083, 'Portrait of a Lady on Fire',"$16,754 ",17.30%,-,2,"$8,377 ","$118,603 ",7,Neon\n\n
6087,6087, 'Panipat',"$13,080 ",-38%,-,175,$74 ,"$399,282 ",7,Reliance Entertainment\n\n
6110,6110, 'Citizen K',$75 ,-18.50%,-87.20%,1,$75 ,"$17,704 ",21,Greenwich Entertainment\n\n
6127,6127, 'Legion',"$126,810 ",1.60%,-62%,"1,424",$89 ,"$38,596,146 ",28,Screen Gems\n\n
6145,6145, 'Me and Orson Welles',"$2,187 ",90%,110.30%,19,$115 ,"$1,180,335 ",86,Freestyle Releasing\n\n
6149,6149, 'The Boondock Saints II: All Saints Day',"$1,453 ",24.80%,-62.90%,24,$60 ,"$10,273,188 ",112,Apparition\n\n
6201,6201, 'Joni 75: A Birthday Celebration',"$591,599 ",-,-,405,"$1,460 ","$591,599 ",1,Trafalgar Releasing\n\n
6209,6209, 'I Want to Eat Your Pancreas',"$165,911 ",-,-,427,$388 ,"$165,911 ",1,Fathom Events\n\n
6256,6256," ""For Those Who Don't Read Me""",", ",", ",", ",", ",", ",", ",", ",", "
6346,6346, 'Summer2011 Re-release',$392 ,-,-,1,$392 ,$392 ,1,The Film Desk\n\n
6349,6349, 'Under the Boardwalk: The Monopoly Story',$123 ,-23.10%,-,1,$123 ,"$13,080 ",98,Tostie Productions\n\n
6354,6354, 'Star Wars: Episode IX - The Rise of Skywalker',"$13,217,698 ",-13.60%,-34.80%,"4,406","$2,999 ","$390,706,234 ",12,Walt Disney Studios Motion Pictures\n\n
6356,6356, 'Little Women',"$4,101,554 ",-4.10%,-,"3,308","$1,239 ","$37,593,127 ",7,Sony Pictures Releasing\n\n
6358,6358, 'Spies in Disguise',"$3,679,728 ",8.20%,-,"3,502","$1,050 ","$29,323,688 ",7,Twentieth Century Fox\n\n
6362,6362, 'Cats',"$1,067,505 ",-2.10%,-0.80%,"3,380",$315 ,"$19,970,095 ",12,Universal Pictures\n\n
6367,6367, '1917',"$140,046 ",-18.50%,-,11,"$12,731 ","$1,326,178 ",7,Universal Pictures\n\n
6379,6379, 'Just Mercy',"$22,542 ",18.10%,-,4,"$5,635 ","$267,881 ",7,Warner Bros.\n\n
6380,6380, 'Merci pour tout',"$22,376 ",-41.60%,-,57,$392 ,"$437,044 ",7,-
6383,6383, 'Ashfall',"$14,690 ",52.80%,-32.60%,2,"$7,345 ","$172,987 ",13,Capelight Pictures\n\n
6392,6392, 'Clemency',"$2,742 ",7.50%,-,2,"$1,371 ","$40,736 ",5,Neon\n\n
6393,6393, 'The White Sheik2019 re-release',"$1,731 ",4.50%,-,1,"$1,731 ","$12,384 ",7,Rialto Pictures\n\n
6395,6395, 'Invisible Life',"$1,587 ",65%,-1.10%,2,$793 ,"$24,219 ",12,Amazon Studios\n\n
6420,6420," ""The Sorcerer's Apprentice""",", ",", ",", ",", ",", ",", ",", ",", "
6444,6444, '71: Into the Fire',"$4,426 ",-1.30%,-55.70%,12,$368 ,"$176,638 ",14,-
6446,6446, 'Jonah Hex',"$1,536 ",-22.30%,-79.60%,25,$61 ,"$10,547,117 ",56,Warner Bros.\n\n
6501,6501, 'Mystery,"$513,000 ",113.90%,-46.90%,"1,704",$301 ,"$4,629,830 ",8,Walt Disney Studios Motion Pictures\n\n
6583,6583, 'Angel Eyes',"$212,689 ",16.60%,-56.30%,"2,007",$105 ,"$22,110,405 ",19,Warner Bros.\n\n
6605,6605, 'Extraordinary Measures',"$260,811 ",46.80%,-78%,"1,153",$226 ,"$11,771,339 ",16,CBS Films\n\n
6610,6610, 'Daybreakers',"$139,891 ",54.40%,-53.90%,338,$413 ,"$29,916,403 ",30,Lionsgate\n\n
6611,6611, 'Planet 51',"$120,222 ",128%,-9.60%,268,$448 ,"$41,206,711 ",79,Sony Pictures Releasing\n\n
6613,6613, '2012',"$84,074 ",87%,-21.50%,245,$343 ,"$165,757,044 ",86,Sony Pictures Releasing\n\n
6620,6620, 'Ninja Assassin',"$18,316 ",63%,-27.90%,98,$186 ,"$38,096,279 ",74,Warner Bros.\n\n
6621,6621, 'Where the Wild Things Are',"$15,870 ",125.80%,-32%,88,$180 ,"$77,214,235 ",114,Warner Bros.\n\n
6626,6626, 'Mystery Team',"$3,515 ",10.10%,116.60%,1,"$3,515 ","$72,668 ",163,Roadside Attractions\n\n
6813,6813, 'The Princess and the Frog',"$494,416 ",90.70%,-47.80%,"1,777",$278 ,"$94,023,747 ",52,Walt Disney Studios Motion Pictures\n\n
6820,6820, 'Did You Hear About the Morgans?',"$121,605 ",-14.20%,-75.10%,521,$233 ,"$29,011,612 ",29,Sony Pictures Releasing\n\n
6826,6826, 'Couples Retreat',"$37,180 ",168.50%,-17.90%,169,$220 ,"$108,822,005 ",99,Universal Pictures\n\n
6827,6827, 'Brothers',"$36,659 ",-6%,-67.80%,174,$210 ,"$28,385,957 ",43,Lionsgate\n\n
6828,6828, 'Chance Pe Dance',"$34,945 ",-,-,68,$513 ,"$34,945 ",1,UTV Motion Pictures\n\n
6831,6831, 'Cloudy with a Chance of Meatballs',"$27,244 ",-,-38.70%,192,$141 ,"$124,612,398 ",120,Sony Pictures Releasing\n\n
6833,6833, 'The Men Who Stare at Goats',"$20,577 ",29.40%,-43.20%,142,$144 ,"$32,241,415 ",71,Overture Films\n\n
6835,6835, 'Law Abiding Citizen',"$18,140 ",37.80%,-46.10%,125,$145 ,"$73,175,088 ",92,Overture Films\n\n
6839,6839, 'Astro Boy',"$2,782 ",-21%,-67.80%,54,$51 ,"$19,530,616 ",85,Summit Entertainment\n\n
6841,6841, 'Paranormal Activity',"$1,729 ",-30.10%,-77.20%,52,$33 ,"$107,912,864 ",113,Paramount Pictures\n\n
6842,6842, 'The Little Traitor',$632 ,-15.70%,-,1,$632 ,"$97,563 ",85,
6844,6844, 'Bitch Slap',$361 ,-76.50%,-91.40%,2,$180 ,"$17,149 ",8,Freestyle Releasing\n\n
6845,6845," ""The Slammin' Salmon""",", ",", ",", ",", ",", ",", ",", ",", "
6847,6847, 'The September Issue',$64 ,-5.90%,-,2,$32 ,"$3,818,316 ",141,Roadside Attractions\n\n
6854,6854, 'The Cold Blue',"$420,177 ",-,-,702,$598 ,"$420,177 ",1,Fathom Events\n\n
6874,6874, 'Trial by Fire',"$9,031 ",-19.60%,-,109,$82 ,"$124,680 ",7,Roadside Attractions\n\n
6894,6894, 'Slaughterhouse Rulez',$484 ,-29.90%,-,10,$48 ,"$4,665 ",7,Sony Pictures Releasing\n\n
6910,6910, 'Loving Jezebel',"$4,715 ",-22%,-,74,$63 ,"$63,907 ",7,Focus Features\n\n
6988,6988, 'Grease2010 Sing-a-long',"$35,010 ",-,-,12,"$2,917 ","$35,010 ",1,Paramount Pictures\n\n
6990,6990, 'I Hate Luv Storys',"$21,683 ",-26%,-56.60%,85,$255 ,"$624,539 ",9,UTV Motion Pictures\n\n
7004,7004, 'Raavan',"$1,074 ",-21.90%,-76%,28,$38 ,"$708,726 ",21,Reliance Big Pictures\n\n
7066,7066," ""All's Faire in Love""",", ",", ",", ",", ",", ",", ",", ",", "
7082,7082, 'The Hurricane',"$2,944,000 ",71.90%,-7.30%,"2,135","$1,378 ","$29,899,436 ",32,Universal Pictures\n\n
7086,7086, 'Girl,"$1,533,000 ",41%,-20.20%,"1,935",$792 ,"$20,526,129 ",40,Sony Pictures Releasing\n\n
7181,7181, 'Cast Away',"$8,532,000 ",-24.70%,46.60%,"2,929","$2,912 ","$100,628,594 ",10,Twentieth Century Fox\n\n
7185,7185," ""The Emperor's New Groove""",", ",", ",", ",", ",", ",", ",", ",", "
7196,7196, 'An Everlasting Piece',"$6,928 ",-6.80%,-,8,$866 ,"$43,500 ",10,DreamWorks Distribution\n\n
7260,7260," ""Singin' in the Rain2012 Re-release""",", ",", ",", ",", ",", ",", ",", ",", "
7264,7264, 'To Rome with Love',"$313,603 ",1.10%,-,806,$389 ,"$6,118,627 ",21,Sony Pictures Classics\n\n
7357,7357, 'The Dry Land',"$1,310 ",20.60%,-,3,$436 ,"$11,777 ",7,Freestyle Releasing\n\n
7391,7391, 'Tees Maar Khan',"$29,854 ",-18.60%,-73.30%,108,$276 ,"$922,229 ",9,UTV Motion Pictures\n\n
7455,7455, 'A Little Help',"$5,026 ",-11.60%,-,24,$209 ,"$66,429 ",7,Freestyle Releasing\n\n
7465,7465, 'Lucky',$169 ,-34.50%,-49.10%,3,$56 ,"$8,564 ",14,Phase 4 Films\n\n
7481,7481, 'The Art of Getting By',"$128,718 ",-3.20%,-,610,$211 ,"$1,216,748 ",7,Fox Searchlight Pictures\n\n
7619,7619, 'Udaan',$584 ,1436.80%,19.90%,2,$292 ,"$6,079 ",15,UTV Motion Pictures\n\n
7651,7651, 'Pokémon 3 the Movie: Spell of the Unown',"$256,586 ",-19.50%,-,"2,675",$95 ,"$14,428,483 ",14,Warner Bros.\n\n
7655,7655, 'Exit Wounds',"$133,183 ",4%,-43.80%,"1,552",$85 ,"$48,394,473 ",35,Warner Bros.\n\n
7657,7657, 'The Brothers',"$108,492 ",-1.50%,-42.50%,868,$124 ,"$25,137,634 ",28,Screen Gems\n\n
7670,7670, 'Saga of Tanya the Evil - The Movie',"$288,460 ",-,-,518,$556 ,"$288,460 ",1,Fathom Events\n\n
7702,7702, 'Play the Flute',"$2,150 ",-,-,1,"$2,150 ","$131,510 ",109,Five & Two Pictures\n\n
7816,7816, 'The Cove',$280 ,2.60%,-,4,$70 ,"$850,701 ",200,Roadside Attractions\n\n
7863,7863," ""Tonight You're Mine""",", ",", ",", ",", ",", ",", ",", ",", "
7868,7868, 'Virginia',$165 ,323.10%,-76.60%,2,$82 ,"$11,768 ",14,Entertainment One\n\n
7990,7990, 'Town & Country',"$185,220 ",-14.10%,-,"2,222",$83 ,"$3,898,070 ",7,New Line Cinema\n\n
7991,7991," ""One Night at McCool's""",", ",", ",", ",", ",", ",", ",", ",", "
7992,7992, 'The Forsaken',"$176,452 ",-12.30%,-,"1,514",$116 ,"$3,887,435 ",7,Screen Gems\n\n
8042,8042, 'Ran2010 Re-release',$518 ,-,-,1,$518 ,"$118,618 ",279,Rialto Pictures\n\n
8218,8218, 'Star Trek2019 Re-release',"$220,007 ",-,-,627,$350 ,"$220,007 ",1,Fathom Events\n\n
8231,8231, 'El Norte2019 Re-release',"$27,920 ",-,-,179,$155 ,"$27,920 ",1,Fathom Events\n\n
8414,8414, 'Waking Sleeping Beauty',"$3,286 ",31.30%,-,5,$657 ,"$42,108 ",6,Walt Disney Studios Motion Pictures\n\n
8440,8440, 'Wonders of the Sea',"$100,780 ",-,-,266,$378 ,"$100,780 ",1,Fathom Events\n\n
8471,8471, '8MM',"$145,343 ",1.60%,-54.40%,"1,324",$109 ,"$34,611,624 ",28,Sony Pictures Releasing\n\n
8521,8521, 'Chillar Party',$181 ,-55.40%,-,7,$25 ,"$5,647 ",7,UTV Motion Pictures\n\n
8629,8629, 'Vanilla Sky',"$2,243,000 ",0.30%,-,"2,742",$818 ,"$29,494,518 ",5,Paramount Pictures\n\n
8631,8631, 'Not Another Teen Movie',"$964,378 ",1.20%,-,"2,365",$407 ,"$14,532,301 ",5,Sony Pictures Releasing\n\n
8638,8638, 'The Royal Tenenbaums',"$52,458 ",-17.10%,-,5,"$10,491 ","$392,720 ",5,Walt Disney Studios Motion Pictures\n\n
8702,8702, 'DCI 2019: Big,"$546,060 ",-,-,513,"$1,064 ","$546,060 ",1,Fathom Events\n\n
8735,8735, 'The Nightingale',"$2,939 ",-8%,-,2,"$1,469 ","$47,959 ",7,IFC Films\n\n
8738,8738, 'Love Live! Sunshine!! The School Idol Movie: Over The Rainbow',"$1,995 ",116.10%,-,30,$66 ,"$34,135 ",4,FUNimation Entertainment\n\n
8747,8747, 'Joan the Maid 1: The Battles',$213 ,-52.60%,-,1,$213 ,"$2,562 ",7,Cohen Media Group\n\n
9024,9024, 'Bring The Soul: The Movie',"$711,634 ",-,-,873,$815 ,"$2,833,177 ",3,Trafalgar Releasing\n\n
9117,9117, 'Twilight/The Twilight Saga: New Moon',"$2,385,237 ",-,-,"2,037","$1,170 ","$2,385,237 ",1,Summit Entertainment\n\n
9235,9235, 'The Lord of the Rings: The Fellowship of the Ring',"$8,008,803 ",-34%,9.20%,"3,359","$2,384 ","$163,871,215 ",13,New Line Cinema\n\n
9237,9237, 'Jimmy Neutron: Boy Genius',"$3,496,621 ",-19.80%,36.80%,"3,151","$1,109 ","$45,701,766 ",11,Paramount Pictures\n\n
9239,9239, 'A Beautiful Mind',"$2,165,625 ",-16.90%,2229.50%,525,"$4,125 ","$15,876,796 ",11,Universal Pictures\n\n
9241,9241, 'Ali',"$1,957,978 ",-53.50%,-,"2,446",$800 ,"$36,694,948 ",7,Sony Pictures Releasing\n\n
9243,9243, 'Joe Somebody',"$1,440,673 ",0.30%,120%,"2,515",$572 ,"$14,577,095 ",11,Twentieth Century Fox\n\n
9247,9247, 'How High',"$483,015 ",-69.70%,-19.70%,"1,271",$380 ,"$18,233,820 ",11,Universal Pictures\n\n
9251,9251, 'Black Hawk Down',"$41,468 ",-28.80%,-,4,"$10,367 ","$221,291 ",4,Revolution Studios\n\n
9346,9346, 'The Worst Movie Ever!',$240 ,-,-,1,$240 ,$311 ,60,Driving With Our Eyes Shut\n\n
9361,9361, 'Bucky Larson: Born to Be a Star',"$110,104 ",-7.50%,-,"1,500",$73 ,"$1,936,064 ",7,Sony Pictures Releasing\n\n
9396,9396, 'Tanner Hall',$505 ,-7%,-,5,$101 ,"$4,690 ",7,Anchor Bay Films\n\n
9496,9496, 'Silent Night',"$1,254 ",-50.20%,-,11,$114 ,"$11,033 ",4,Anchor Bay Films\n\n
9525,9525, 'Seeking Justice',"$32,813 ",19.10%,-,231,$142 ,"$368,100 ",7,Anchor Bay Films\n\n
9752,9752, 'The Original Kings of Comedy',"$942,964 ",-17.40%,-,847,"$1,113 ","$13,700,887 ",5,Paramount Pictures\n\n
9758,9758, 'Godzilla 2000',"$400,785 ",-0.70%,-,"2,111",$189 ,"$5,212,244 ",5,Sony Pictures Releasing\n\n
9817,9817," ""The Miners' Hymns""",", ",", ",", ",", ",", ",", ",", ",", "
9861,9861, 'Cook County',$538 ,-2.40%,-,5,$107 ,"$8,668 ",5,Hannover House\n\n
10053,10053, 'Lovely Molly',$994 ,-8%,-,5,$198 ,"$16,555 ",7,Image Entertainment\n\n
10111,10111, 'Varsity Blues',"$2,311,575 ",-,-,"2,121","$1,089 ","$17,515,723 ",4,Paramount Pictures\n\n
10138,10138, 'Straw Dogs',"$40,660 ",3.60%,-79.80%,874,$46 ,"$10,236,847 ",21,Screen Gems\n\n
10160,10160, 'Sarah Palin: You Betcha!',$583 ,-23.50%,-,6,$97 ,"$9,578 ",7,Freestyle Releasing\n\n
10161,10161, 'Muran',$555 ,32.10%,-,10,$55 ,"$19,795 ",7,UTV Motion Pictures\n\n
10162,10162, 'Saheb Biwi Aur Gangster',$276 ,-56.20%,-,9,$30 ,"$11,314 ",7,UTV Motion Pictures\n\n
10268,10268, 'The Lord of the Rings: The Return of the King2011 Re-release',"$818,580 ",-,-,521,"$1,571 ","$818,580 ",1,Warner Bros.\n\n
10337,10337, 'Whisper of the Heart2019 Re-release',"$271,473 ",-,-,745,$364 ,"$271,473 ",1,Fathom Events\n\n
10373,10373, 'Chulas Fronteras',$294 ,-38.90%,-,1,$294 ,"$3,842 ",4,Argot Pictures\n\n
10390,10390, 'Junglee',"$68,244 ",3.20%,-,70,$974 ,"$295,784 ",7,-
10455,10455, 'The Dark Knight2012 Re-release',"$1,513,086 ",-,-,-,-,"$1,513,086 ",1,Warner Bros.\n\n
10456,10456, 'Batman Begins2012 Re-release',"$1,508,658 ",-,-,-,-,"$1,508,658 ",1,Warner Bros.\n\n
10475,10475, 'Shut Up and Play the Hits',"$33,751 ",-90.20%,-,161,$209 ,"$378,751 ",2,Oscilloscope\n\n
10488,10488, 'The Obama Effect',"$2,392 ",-17.10%,-,25,$95 ,"$96,839 ",7,Arc Entertainment\n\n
10512,10512, 'K-12',"$303,230 ",-,-,81,"$3,743 ","$303,230 ",1,Abramorama\n\n
10529,10529, 'Saaho',"$35,210 ",-46.10%,-96.20%,381,$92 ,"$2,872,057 ",8,Yash Raj Films\n\n
