,Unnamed: 0,name,Daily,%YD,%LW,Theaters,Avg,To Date,Days,Distributor
594,594, 'The Last Mountain',"$5,127 ",24%,350.90%,3,"$1,709 ","$44,150 ",14,Dada Films\n\n
595,595, 'Scream 4',"$4,920 ",10.80%,-59%,80,$61 ,"$38,146,273 ",63,-
596,596, 'The Beaver',"$2,365 ",30.70%,-65%,46,$51 ,"$923,063 ",42,Summit Entertainment\n\n
597,597, 'Beautiful Boy',$990 ,11.60%,-64.20%,4,$247 ,"$33,307 ",14,Anchor Bay Films\n\n
598,598," ""The King's SpeechPG-13 Version""",", ",", ",", ",", ",", ",", ",", ",", "
599,599, '35 and Ticking',$488 ,-19.70%,-33.50%,1,$488 ,"$69,434 ",28,Image Entertainment\n\n
600,600, 'The Topp Twins: Untouchable Girls2011 Re-release',$409 ,106.60%,605.20%,3,$136 ,"$14,982 ",35,Argot Pictures\n\n
604,604, 'Les Misérables',"$12,158,640 ",-32.90%,-,"2,808","$4,330 ","$30,270,305 ",2,Universal Pictures\n\n
605,605, 'The Hobbit: An Unexpected Journey',"$11,388,229 ",1.30%,80%,"4,100","$2,777 ","$179,565,290 ",13,Warner Bros.\n\n
606,606, 'Django Unchained',"$10,006,383 ",-33.30%,-,"3,010","$3,324 ","$25,017,504 ",2,The Weinstein Company\n\n
607,607, 'Parental Guidance',"$4,327,777 ",-31.50%,-,"3,358","$1,288 ","$10,645,336 ",2,Twentieth Century Fox\n\n
608,608, 'Jack Reacher',"$3,844,738 ",-27.40%,-,"3,352","$1,146 ","$26,993,987 ",6,Paramount Pictures\n\n
609,609, 'This Is 40',"$3,320,820 ",-24%,-,"2,912","$1,140 ","$20,784,250 ",6,Universal Pictures\n\n
610,610, 'Lincoln',"$2,147,024 ",-7.50%,160%,"1,966","$1,092 ","$122,416,972 ",48,Walt Disney Studios Motion Pictures\n\n
611,611, 'The Guilt Trip',"$1,663,644 ",-36.30%,61.60%,"2,431",$684 ,"$12,714,428 ",8,Paramount Pictures\n\n
612,612, 'Monsters,"$1,651,362 ",13.40%,112%,"2,618",$630 ,"$10,194,250 ",8,Walt Disney Studios Motion Pictures\n\n
613,613, 'Rise of the Guardians',"$1,431,940 ",20.80%,131.20%,"2,055",$696 ,"$83,655,951 ",36,DreamWorks\n\n
614,614, 'Skyfall',"$1,332,898 ",-1.90%,79.50%,"1,637",$814 ,"$283,733,038 ",48,Sony Pictures Releasing\n\n
615,615, 'Life of Pi',"$1,112,716 ",-14.90%,79.30%,"1,105","$1,006 ","$79,825,923 ",36,Twentieth Century Fox\n\n
616,616, 'Silver Linings Playbook',"$901,854 ",-19.80%,241.50%,745,"$1,210 ","$22,282,620 ",41,The Weinstein Company\n\n
617,617, 'Cirque du Soleil: Worlds Away',"$652,682 ",-35.60%,-,840,$777 ,"$4,370,188 ",6,Paramount Pictures\n\n
618,618, 'The Twilight Saga: Breaking Dawn - Part 2',"$583,553 ",26.50%,18.10%,"1,183",$493 ,"$283,023,753 ",41,Lionsgate\n\n
619,619, 'Wreck-It Ralph',"$467,755 ",32%,85.90%,913,$512 ,"$173,079,576 ",55,Walt Disney Studios Motion Pictures\n\n
620,620, 'Argo',"$234,612 ",-14.70%,79.10%,345,$680 ,"$107,180,736 ",76,Warner Bros.\n\n
621,621, 'Anna Karenina',"$136,894 ",-4.80%,-0.30%,237,$577 ,"$10,039,063 ",41,Focus Features\n\n
622,622, 'Hotel Transylvania',"$117,945 ",76.40%,-,301,$391 ,"$144,498,596 ",90,Sony Pictures Releasing\n\n
623,623, 'Flight',"$100,644 ",-22.80%,-42.60%,400,$251 ,"$91,331,425 ",55,Paramount Pictures\n\n
624,624, 'Hitchcock',"$90,320 ",-21.40%,-27.60%,351,$257 ,"$4,510,350 ",34,Fox Searchlight Pictures\n\n
625,625, 'Hyde Park on Hudson',"$88,355 ",-31.60%,175.10%,79,"$1,118 ","$1,211,763 ",20,Focus Features\n\n
626,626, 'Red Dawn',"$88,313 ",2.90%,-52.50%,402,$219 ,"$42,916,399 ",36,FilmDistrict\n\n
627,627, 'Zero Dark Thirty',"$87,036 ",-22.40%,-30.30%,5,"$17,407 ","$955,820 ",8,Sony Pictures Releasing\n\n
628,628, 'Here Comes the Boom',"$80,423 ",52.10%,-,269,$298 ,"$43,105,945 ",76,Sony Pictures Releasing\n\n
629,629, 'Taken 2',"$53,207 ",22.10%,86%,240,$221 ,"$138,594,063 ",83,Twentieth Century Fox\n\n
630,630, 'Pitch Perfect',"$39,270 ",59.30%,35%,190,$206 ,"$64,202,533 ",90,Universal Pictures\n\n
631,631, 'The Impossible',"$34,135 ",-37.80%,-,16,"$2,133 ","$263,882 ",6,Lionsgate\n\n
632,632, 'Playing for Keeps',"$28,678 ",10.10%,-88%,268,$107 ,"$12,533,581 ",20,FilmDistrict\n\n
633,633, 'To the Arctic 3D',"$21,973 ",1017.10%,62.90%,52,$422 ,"$10,342,043 ",251,Warner Bros.\n\n
634,634, 'The Perks of Being a Wallflower',"$21,740 ",57.60%,51.40%,126,$172 ,"$17,193,581 ",97,Lionsgate\n\n
635,635, 'End of Watch',"$20,043 ",11%,64.30%,172,$116 ,"$40,641,758 ",97,Open Road Films (II)\n\n
636,636, 'The Sessions',"$13,599 ",-29.60%,-23.60%,75,$181 ,"$5,423,557 ",69,Fox Searchlight Pictures\n\n
637,637, 'A Late Quartet',"$13,187 ",24.90%,58.10%,39,$338 ,"$1,199,464 ",55,Entertainment One\n\n
638,638, 'Sinister',"$9,159 ",29.80%,-13.80%,82,$111 ,"$48,006,643 ",76,Lionsgate\n\n
639,639, 'Looper',"$9,031 ",18%,-36.80%,93,$97 ,"$66,418,476 ",90,TriStar Pictures\n\n
640,640, 'Killing Them Softly',"$8,927 ",-26.50%,-88.90%,68,$131 ,"$14,779,103 ",27,The Weinstein Company\n\n
641,641, 'Cloud Atlas',"$8,798 ",29.50%,-33.60%,45,$195 ,"$26,746,833 ",62,Warner Bros.\n\n
642,642, 'Ice Age: Continental Drift',"$8,735 ",75.90%,103%,64,$136 ,"$161,075,066 ",167,Twentieth Century Fox\n\n
644,644, 'Alex Cross',"$6,642 ",10.40%,-12%,76,$87 ,"$25,818,358 ",69,Lionsgate\n\n
645,645, 'The Polar Express2012 IMAX Release',"$6,119 ",-,-67.50%,15,$407 ,"$644,539 ",36,Warner Bros.\n\n
646,646, 'Paranormal Activity 4',"$5,073 ",65.50%,-31.30%,50,$101 ,"$53,858,967 ",69,Paramount Pictures\n\n
647,647, 'Talaash',"$4,091 ",-70.10%,-69.50%,25,$163 ,"$2,831,744 ",27,Reliance Big Pictures\n\n
648,648, 'Not Fade Away',"$3,259 ",-61.90%,-,3,"$1,086 ","$36,481 ",6,Paramount Vantage\n\n
649,649, 'The Intouchables',"$2,771 ",-54.90%,-15.70%,7,$395 ,"$10,120,613 ",216,The Weinstein Company\n\n
650,650, 'The Master',"$2,521 ",27.50%,59.60%,13,$193 ,"$15,940,876 ",104,The Weinstein Company\n\n
651,651, 'The Collection',"$2,401 ",-48.10%,-93.50%,112,$21 ,"$6,825,982 ",27,LD Entertainment\n\n
652,652, 'ParaNorman',"$2,145 ",67.80%,8.20%,23,$93 ,"$55,982,920 ",132,Focus Features\n\n
653,653, 'Chasing Mavericks',"$1,142 ",145.10%,-33.20%,18,$63 ,"$5,921,812 ",62,Twentieth Century Fox\n\n
654,654, 'Arbitrage',$779 ,-35.90%,-40%,5,$155 ,"$7,901,571 ",104,Roadside Attractions\n\n
656,656, 'The Hunger Games',"$1,439,178 ",8%,-49.20%,"3,916",$367 ,"$342,400,460 ",28,Lionsgate\n\n
657,657, 'The Cabin in the Woods2012 Re-release',"$984,459 ",-1.80%,-,"2,811",$350 ,"$19,230,172 ",7,Lionsgate\n\n
658,658, 'American Reunion',"$752,705 ",2.20%,-51.40%,"3,203",$235 ,"$43,043,760 ",14,Universal Pictures\n\n
659,659, 'Titanic2012 3D Release',"$705,155 ",<0.1%,-54.10%,"2,697",$261 ,"$47,828,017 ",16,Paramount Pictures\n\n
660,660, 'The Three Stooges',"$691,758 ",-2.30%,-,"3,477",$198 ,"$20,155,446 ",7,Twentieth Century Fox\n\n
661,661, '21 Jump Street',"$524,641 ",7.40%,-45.60%,"2,735",$191 ,"$122,466,181 ",35,Sony Pictures Releasing\n\n
662,662, 'Wrath of the Titans',"$486,065 ",3%,-60.10%,"3,102",$156 ,"$73,310,543 ",21,Warner Bros.\n\n
663,663, 'Mirror Mirror',"$444,215 ",4.20%,-63.10%,"3,206",$138 ,"$51,091,753 ",21,Relativity Media\n\n
664,664, 'Lockout',"$380,964 ",-1.20%,-,"2,308",$165 ,"$7,969,032 ",7,FilmDistrict\n\n
665,665, 'The Lorax',"$190,145 ",5.90%,-71.90%,"2,112",$90 ,"$205,253,265 ",49,Universal Pictures\n\n
666,666, 'Salmon Fishing in the Yemen',"$83,819 ",-6.20%,-34.70%,435,$192 ,"$6,388,750 ",42,CBS Films\n\n
667,667, 'Bully2012 Re-release',"$56,556 ",7.20%,-,158,$357 ,"$745,409 ",7,The Weinstein Company\n\n
668,668, 'Journey 2: The Mysterious Island',"$37,450 ",5.60%,-52.30%,502,$74 ,"$100,629,126 ",70,Warner Bros.\n\n
669,669, 'John Carter',"$29,511 ",9.30%,-69.70%,446,$66 ,"$68,864,278 ",42,Walt Disney Studios Motion Pictures\n\n
670,670, 'Woman Thou Art Loosed: On the 7th Day',"$28,792 ",-6.70%,-,102,$282 ,"$777,834 ",7,Codeblack Entertainment\n\n
672,672, 'Safe House',"$25,970 ",16.20%,-43.50%,371,$70 ,"$125,377,010 ",70,Universal Pictures\n\n
673,673, 'Act of Valor',"$23,193 ",13.80%,-62.50%,352,$65 ,"$69,341,158 ",56,Relativity Media\n\n
674,674, 'This Means War',"$19,143 ",13.20%,-25.50%,283,$67 ,"$53,901,530 ",63,Twentieth Century Fox\n\n
675,675, 'Jeff,"$18,720 ",-0.80%,-64.30%,183,$102 ,"$3,900,641 ",35,Paramount Vantage\n\n
676,676, 'Blue Like Jazz',"$18,383 ",-19.60%,-,136,$135 ,"$337,559 ",7,Roadside Attractions\n\n
677,677, 'The Iron Lady',"$13,218 ",-2.50%,-42.80%,146,$90 ,"$29,887,980 ",112,The Weinstein Company\n\n
678,678, 'The Artist',"$12,514 ",-8.60%,-51.10%,121,$103 ,"$44,098,819 ",147,The Weinstein Company\n\n
679,679, 'Friends with Kids',"$12,128 ",5.20%,-57.60%,113,$107 ,"$7,018,233 ",42,Roadside Attractions\n\n
680,680, 'A Thousand Words2012 Re-release',"$10,637 ",-4.40%,-77.10%,277,$38 ,"$17,873,354 ",42,DreamWorks\n\n
681,681, 'Chronicle',"$9,905 ",2.20%,-33.40%,165,$60 ,"$64,205,078 ",77,Twentieth Century Fox\n\n
682,682, 'Casa de mi Padre',"$8,820 ",21.10%,-67.10%,121,$72 ,"$5,735,284 ",35,Lionsgate\n\n
683,683, 'Project X',"$7,283 ",-9.40%,-79.90%,145,$50 ,"$54,366,532 ",49,Warner Bros.\n\n
684,684, 'Alvin and the Chipmunks: Chipwrecked',"$5,896 ",-9.70%,-71.30%,153,$38 ,"$132,853,362 ",126,Twentieth Century Fox\n\n
685,685, 'The Woman in Black',"$4,884 ",1.20%,-43.40%,122,$40 ,"$54,232,474 ",77,CBS Films\n\n
686,686, 'Good Deeds',"$4,603 ",-5.20%,-68.40%,125,$36 ,"$34,818,194 ",56,Lionsgate\n\n
687,687, 'We Bought a Zoo',"$3,954 ",0.20%,-61.90%,83,$47 ,"$75,513,035 ",119,Twentieth Century Fox\n\n
688,688, 'Touchback',"$3,913 ",11.90%,-,50,$78 ,"$83,193 ",7,Anchor Bay Films\n\n
689,689, 'Silent House',"$3,840 ",-8.70%,-60.50%,100,$38 ,"$12,683,853 ",42,Open Road Films (II)\n\n
690,690, 'The Descendants',"$3,435 ",12.70%,-40.80%,41,$83 ,"$82,584,160 ",156,Fox Searchlight Pictures\n\n
691,691, 'Coriolanus',"$2,641 ",6%,12%,18,$146 ,"$675,576 ",91,The Weinstein Company\n\n
692,692, 'Undefeated',"$2,562 ",74.60%,9.20%,17,$150 ,"$494,597 ",63,The Weinstein Company\n\n
693,693, 'Star Wars: Episode I - The Phantom Menace2012 3D Release',"$2,315 ",12.30%,-56.50%,33,$70 ,"$43,378,286 ",70,Twentieth Century Fox\n\n
694,694, 'The Graduate45th Anniversary Reunion',"$2,210 ",54.40%,90.20%,1,"$2,210 ","$13,198 ",9,Rialto Pictures\n\n
695,695, 'Red Tails',"$2,155 ",10.20%,-37%,43,$50 ,"$49,806,636 ",91,Twentieth Century Fox\n\n
696,696, 'The Grey',"$2,003 ",-3%,-46.60%,41,$48 ,"$51,580,236 ",84,Open Road Films (II)\n\n
697,697, 'W.E.',"$1,714 ",-17%,-46.50%,17,$100 ,"$554,054 ",77,The Weinstein Company\n\n
698,698, 'Albert Nobbs',$374 ,-82%,-86%,12,$31 ,"$2,992,587 ",84,Roadside Attractions\n\n
709,709, 'Shanghai Noon',"$90,700 ",8.40%,-50.50%,790,$114 ,"$53,891,082 ",42,Walt Disney Studios Motion Pictures\n\n
728,728, 'Midway',"$1,329,821 ",-10.50%,-,"3,242",$410 ,"$26,390,773 ",7,Lionsgate\n\n
729,729, 'Last Christmas',"$799,645 ",-1%,-,"3,448",$231 ,"$15,875,765 ",7,Universal Pictures\n\n
730,730, 'Doctor Sleep',"$785,587 ",-10.40%,-,"3,855",$203 ,"$18,858,159 ",7,Warner Bros.\n\n
731,731, 'Terminator: Dark Fate',"$616,030 ",-15.50%,-57%,"4,086",$150 ,"$52,510,077 ",14,Paramount Pictures\n\n
732,732, 'Joker',"$602,413 ",-3.90%,-44.70%,"2,806",$214 ,"$316,964,593 ",42,Warner Bros.\n\n
733,733, 'Harriet',"$597,565 ",-0.90%,-33.20%,"2,186",$273 ,"$27,102,990 ",14,Focus Features\n\n
734,734, 'Playing with Fire',"$469,719 ",-0.50%,-,"3,125",$150 ,"$16,947,824 ",7,Paramount Pictures\n\n
735,735," ""Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson""",", ",", ",", ",", ",", ",", ",", ",", "
736,736, 'Maleficent: Mistress of Evil',"$387,371 ",-1.70%,-47.80%,"3,201",$121 ,"$100,793,384 ",28,Walt Disney Studios Motion Pictures\n\n
737,737, 'Jojo Rabbit',"$293,649 ",-2.60%,42.30%,798,$367 ,"$10,779,498 ",28,Fox Searchlight Pictures\n\n
738,738, 'Zombieland: Double Tap',"$285,756 ",-14.50%,-51.40%,"2,427",$117 ,"$68,383,247 ",28,Sony Pictures Releasing\n\n
739,739, 'Parasite',"$254,245 ",-7%,-14.30%,603,$421 ,"$12,558,363 ",35,Neon\n\n
740,740, 'The Twilight Zone: A 60th Anniversary Celebration',"$248,514 ",-,-,677,$367 ,"$248,514 ",1,Fathom Events\n\n
741,741, 'Motherless Brooklyn',"$165,158 ",-19.50%,-49.60%,"1,342",$123 ,"$8,314,596 ",14,Warner Bros.\n\n
742,742, 'The Addams Family',"$147,322 ",-5.40%,-58%,"2,674",$55 ,"$92,950,241 ",35,United Artists Releasing\n\n
743,743, 'Black and Blue',"$122,082 ",-11.40%,-55.90%,"1,129",$108 ,"$19,833,804 ",21,Screen Gems\n\n
744,744, 'Countdown',"$110,027 ",-15.50%,-60%,"1,829",$60 ,"$23,150,249 ",21,STX Entertainment\n\n
745,745, 'The Lighthouse',"$102,134 ",-6.10%,-52.50%,683,$149 ,"$9,398,913 ",28,A24\n\n
747,747," ""Everybody's Everything""",", ",", ",", ",", ",", ",", ",", ",", "
748,748, 'Arctic Dogs',"$46,863 ",2.50%,-64.70%,"2,320",$20 ,"$5,302,602 ",14,Entertainment Studios Motion Pictures\n\n
750,750, 'Gemini Man',"$28,447 ",-7.60%,-76.70%,480,$59 ,"$48,195,156 ",35,Paramount Pictures\n\n
752,752," ""The Current War: Director's Cut""",", ",", ",", ",", ",", ",", ",", ",", "
755,755, 'Honey Boy',"$14,022 ",-25.70%,-,4,"$3,505 ","$374,097 ",7,Amazon Studios\n\n
757,757, 'Housefull 4',"$7,790 ",-13.60%,-66%,85,$91 ,"$2,066,454 ",21,FIP\n\n
758,758, 'No Safe Spaces',"$7,754 ",-3%,96.80%,38,$204 ,"$244,373 ",21,Atlas Distribution Company\n\n
760,760, 'My Dear Liar',"$4,813 ",4.30%,-,29,$165 ,"$58,908 ",7,CMC Pictures Holdings\n\n
762,762, 'Western Stars',"$3,912 ",-21.90%,-77.10%,211,$18 ,"$1,561,697 ",21,Warner Bros.\n\n
767,767, 'Cyrano,"$1,649 ",34.10%,187.80%,18,$91 ,"$349,257 ",280,Roadside Attractions\n\n
769,769, 'The Kingmaker',"$1,548 ",-10.60%,-,2,$774 ,"$27,975 ",7,Greenwich Entertainment\n\n
770,770, 'Matthias & Maxime',"$1,028 ",33.70%,-54.80%,15,$68 ,"$352,060 ",37,Entertainment One\n\n
771,771, 'End of the Century',"$1,012 ",16.90%,-,2,$506 ,"$60,380 ",91,The Cinema Guild\n\n
773,773, 'Greener Grass',$701 ,98%,-3.30%,22,$31 ,"$49,957 ",28,IFC Films\n\n
774,774, 'Gift',$566 ,54.20%,-13.50%,5,$113 ,"$24,308 ",35,Matson Films\n\n
775,775, '16 Bars',$448 ,303.60%,-,1,$448 ,"$4,540 ",7,Lightyear Entertainment\n\n
777,777, 'The Etruscan Smile2019 release',$412 ,16.10%,-,4,$103 ,"$8,213 ",7,Lightyear Entertainment\n\n
778,778, 'Suburban Birds',$410 ,-,-,1,$410 ,"$10,997 ",224,The Cinema Guild\n\n
779,779, 'Making Waves: The Art of Cinematic Sound',$289 ,-70.40%,-66.20%,9,$32 ,"$37,113 ",21,Matson Films\n\n
780,780, 'Mr. KleinRe-release',$271 ,-94.30%,-67.30%,4,$67 ,"$168,090 ",70,Rialto Pictures\n\n
782,782, 'Official Secrets',$204 ,-13.20%,-82.10%,45,$4 ,"$1,987,515 ",77,IFC Films\n\n
790,790, 'Love & Basketball',"$260,613 ",3.80%,-47.20%,"1,245",$209 ,"$16,518,681 ",14,New Line Cinema\n\n
800,800, 'Paranormal Activity 2',"$1,978,879 ",6.10%,-,"3,216",$615 ,"$49,157,865 ",7,Paramount Pictures\n\n
801,801, 'Saw: The Final Chapter',"$1,700,000 ",-,-,"2,000",$850 ,"$1,700,000 ",-,Lionsgate\n\n
802,802, 'Jackass 3D',"$1,367,990 ",-3.90%,-58.40%,"3,111",$439 ,"$93,153,395 ",14,Paramount Pictures\n\n
804,804, 'Hereafter',"$781,036 ",-5.80%,2850.10%,"2,181",$358 ,"$15,841,470 ",14,Warner Bros.\n\n
805,805, 'Secretariat',"$569,064 ",5.70%,-29.50%,"3,108",$183 ,"$39,703,147 ",21,Walt Disney Studios Motion Pictures\n\n
808,808, 'The Town',"$232,381 ",-4.80%,-32.70%,"1,918",$121 ,"$85,651,607 ",42,Warner Bros.\n\n
809,809," ""Legend of the Guardians: The Owls of Ga'Hoole""",", ",", ",", ",", ",", ",", ",", ",", "
810,810, 'Easy A',"$121,828 ",15.40%,-36.80%,"1,632",$74 ,"$55,233,057 ",42,Screen Gems\n\n
811,811, 'Wall Street: Money Never Sleeps',"$107,692 ",-0.80%,-49.30%,"1,255",$85 ,"$50,435,865 ",35,Twentieth Century Fox\n\n
812,812," ""Waiting for 'Superman'""",,,,,,,,
813,813, 'My Soul to Take',"$67,560 ",-27.30%,-70.40%,"1,689",$40 ,"$14,348,815 ",21,Universal Pictures\n\n
814,814," ""It's Kind of a Funny Story""",", ",", ",", ",", ",", ",", ",", ",", "
817,817, 'Alpha and Omega',"$38,689 ",17.60%,-41.60%,727,$53 ,"$23,666,440 ",42,Lionsgate\n\n
818,818, 'Case 39',"$35,337 ",-3.90%,-57.90%,721,$49 ,"$12,859,634 ",28,Paramount Vantage\n\n
819,819, 'Devil',"$35,095 ",9.30%,-34.90%,642,$54 ,"$32,575,665 ",42,Universal Pictures\n\n
820,820, 'Stone',"$34,793 ",-8.90%,105.90%,113,$307 ,"$937,397 ",21,Overture Films\n\n
821,821, 'N-Secure',"$32,713 ",-0.20%,-41.10%,445,$73 ,"$2,106,319 ",14,Freestyle Releasing\n\n
822,822, 'Conviction2010 Re-release',"$28,134 ",7.40%,184%,55,$511 ,"$552,614 ",14,Fox Searchlight Pictures\n\n
823,823, 'Let Me In',"$26,572 ",-0.40%,-63.20%,513,$51 ,"$11,729,863 ",28,Overture Films\n\n
825,825, 'Never Let Me Go',"$24,078 ",9.40%,-41.20%,178,$135 ,"$2,091,978 ",44,Fox Searchlight Pictures\n\n
826,826, 'Nowhere Boy',"$21,736 ",5.80%,-36.10%,215,$101 ,"$857,325 ",21,The Weinstein Company\n\n
827,827, 'Catfish',"$17,009 ",-2.10%,-12.40%,139,$122 ,"$2,948,033 ",42,Rogue Pictures\n\n
829,829, 'Buried',"$7,189 ",-1.30%,-46.90%,88,$81 ,"$915,945 ",35,Lionsgate\n\n
830,830, 'I Want Your Money',"$6,544 ",40.80%,-71.50%,172,$38 ,"$411,013 ",14,Freestyle Releasing\n\n
837,837, 'Jack Goes Boating',"$1,753 ",8.30%,-48.30%,35,$50 ,"$460,305 ",42,Overture Films\n\n
839,839, 'I Spit on Your Grave',$779 ,-32.30%,-56.60%,8,$97 ,"$87,732 ",21,Anchor Bay Films\n\n
842,842, 'Undertow',$204 ,96.20%,32.50%,1,$204 ,"$23,783 ",42,The Film Collaborative\n\n
867,867, 'Think Like a Man',"$941,884 ",-7.80%,-50.30%,"2,015",$467 ,"$65,029,434 ",14,Screen Gems\n\n
868,868, 'The Five-Year Engagement',"$719,320 ",-12.50%,-,"2,936",$245 ,"$14,103,905 ",7,Universal Pictures\n\n
870,870, 'The Lucky One',"$671,232 ",-1.90%,-52.20%,"3,175",$211 ,"$42,406,945 ",14,Warner Bros.\n\n
871,871, 'Safe',"$477,018 ",-14.30%,-,"2,266",$210 ,"$10,403,758 ",7,Lionsgate\n\n
872,872, 'The Raven',"$443,313 ",-13.60%,-,"2,203",$201 ,"$9,539,345 ",7,Relativity Media\n\n
873,873, 'Chimpanzee',"$443,284 ",17.30%,-41.40%,"1,567",$282 ,"$20,617,433 ",14,Walt Disney Studios Motion Pictures\n\n
874,874, 'The Pirates! Band of Misfits',"$431,757 ",-6.90%,-,"3,358",$128 ,"$13,163,459 ",7,Sony Pictures Releasing\n\n
901,901, 'Sound of My Voice',"$2,625 ",-20.10%,-,5,$525 ,"$49,254 ",7,Fox Searchlight Pictures\n\n
911,911, 'My Way',$778 ,-52.40%,-75.60%,6,$129 ,"$48,778 ",14,CJ Entertainment\n\n
915,915, 'Jesus Henry Christ',$172 ,-10.90%,-74.20%,3,$57 ,"$12,919 ",14,Entertainment One\n\n
917,917, 'Hollow Man',"$1,518,740 ",1.10%,-48.60%,"2,956",$513 ,"$53,325,795 ",12,Sony Pictures Releasing\n\n
918,918, 'Space Cowboys',"$1,418,496 ",1.20%,-29.90%,"2,835",$500 ,"$41,844,598 ",12,Warner Bros.\n\n
919,919, 'The Replacements',"$1,403,551 ",-1.60%,-,"2,754",$509 ,"$13,869,797 ",5,Warner Bros.\n\n
939,939, 'Shrek',"$2,133,776 ",17.30%,-3.60%,"3,317",$643 ,"$204,826,286 ",37,DreamWorks Distribution\n\n
940,940, 'Pearl Harbor',"$1,237,061 ",9.30%,-22.50%,"3,140",$393 ,"$165,067,822 ",28,Walt Disney Studios Motion Pictures\n\n
941,941, 'Evolution',"$894,301 ",4%,-32%,"2,613",$342 ,"$29,032,101 ",14,DreamWorks Distribution\n\n
942,942, 'Moulin Rouge!',"$763,351 ",4.40%,-21.10%,"2,084",$366 ,"$39,581,799 ",35,Twentieth Century Fox\n\n
943,943, 'The Mummy Returns',"$293,555 ",3%,-42.20%,"1,777",$165 ,"$194,638,625 ",49,Universal Pictures\n\n
944,944, 'Kingdom Come',"$7,065 ",-1.10%,31.10%,81,$87 ,"$22,945,689 ",72,Fox Searchlight Pictures\n\n
946,946, 'Scary Movie 2',"$2,913,520 ",-51%,-,"3,220",$904 ,"$36,926,527 ",6,Miramax\n\n
947,947, 'Cats & Dogs',"$2,655,191 ",-,-,"3,040",$873 ,"$38,411,740 ",6,Warner Bros.\n\n
948,948, 'The Fast and the Furious',"$1,580,870 ",-57.40%,-47.50%,"2,798",$565 ,"$102,966,410 ",18,Universal Pictures\n\n
949,949, 'A.I. Artificial Intelligence',"$1,445,279 ",-65%,-61.40%,"3,242",$445 ,"$61,019,367 ",11,Warner Bros.\n\n
950,950, 'Kiss of the Dragon',"$1,351,916 ",-,-,"2,025",$667 ,"$14,655,943 ",4,Twentieth Century Fox\n\n
951,951, 'Dr. Dolittle 2',"$1,216,081 ",-,-47.50%,"3,028",$401 ,"$73,107,270 ",18,Twentieth Century Fox\n\n
952,952, 'Lara Croft: Tomb Raider',"$765,808 ",-,-52.20%,"3,010",$254 ,"$116,308,976 ",25,Paramount Pictures\n\n
954,954, 'Atlantis: The Lost Empire',"$640,040 ",-,-55.40%,"2,272",$281 ,"$70,064,844 ",32,Walt Disney Studios Motion Pictures\n\n
955,955, 'Crazy/Beautiful',"$590,707 ",-,-37.70%,"1,603",$368 ,"$12,450,547 ",11,Walt Disney Studios Motion Pictures\n\n
956,956, 'Baby Boy',"$520,342 ",-,-50.40%,"1,533",$339 ,"$21,300,546 ",13,Sony Pictures Releasing\n\n
963,963, 'Jurassic Park III',"$4,532,880 ",-5%,-60.90%,"3,434","$1,320 ","$102,281,645 ",9,Universal Pictures\n\n
964,964," ""America's Sweethearts""",", ",", ",", ",", ",", ",", ",", ",", "
965,965, 'The Score',"$1,130,035 ",-6%,-25.60%,"2,160",$523 ,"$42,085,908 ",14,Paramount Pictures\n\n
968,968, 'Final Fantasy: The Spirits Within',"$481,238 ",-4.20%,-29.70%,"2,649",$181 ,"$29,015,279 ",16,Sony Pictures Releasing\n\n
980,980, 'War',"$197,028 ",-36.50%,-,286,$688 ,"$507,290 ",2,Yash Raj Films\n\n
981,981, 'My People,"$172,065 ",-26.70%,-,56,"$3,072 ","$677,516 ",3,CMC Pictures\n\n
1040,1040, 'The Green Mile',"$61,478 ",-8.40%,-42.10%,"1,097",$56 ,"$132,856,772 ",90,Warner Bros.\n\n
1045,1045, 'Resident Evil: Retribution',"$1,036,402 ",-8%,-,"3,012",$344 ,"$26,767,727 ",7,Screen Gems\n\n
1046,1046, 'Finding Nemo2012 3D Release',"$686,571 ",-4.10%,-,"2,904",$236 ,"$20,533,975 ",7,Walt Disney Studios Motion Pictures\n\n
1047,1047, 'Lawless',"$409,348 ",-6.80%,-20.50%,"3,063",$133 ,"$32,190,919 ",23,The Weinstein Company\n\n
1048,1048, 'The Possession',"$319,051 ",2.40%,-33.60%,"2,860",$111 ,"$42,649,627 ",21,Lionsgate\n\n
1049,1049, 'The Expendables 2',"$257,812 ",1.30%,-31.40%,"2,896",$89 ,"$81,561,952 ",35,Lionsgate\n\n
1050,1050, 'The Words',"$241,775 ",-4.60%,-27.80%,"2,801",$86 ,"$10,244,571 ",14,CBS Films\n\n
1051,1051," ""2016: Obama's America""",", ",", ",", ",", ",", ",", ",", ",", "
1052,1052, 'The Bourne Legacy',"$217,135 ",<0.1%,-31.50%,"2,170",$100 ,"$108,792,700 ",42,Universal Pictures\n\n
1053,1053, 'The Campaign',"$203,446 ",0.20%,-23.80%,"2,002",$101 ,"$83,781,065 ",42,Warner Bros.\n\n
1054,1054, 'Hope Springs',"$187,940 ",-1%,-32.40%,"1,946",$96 ,"$61,298,155 ",44,Sony Pictures Releasing\n\n
1055,1055, 'The Dark Knight Rises',"$181,122 ",1.10%,-29.30%,"1,581",$114 ,"$441,857,870 ",63,Warner Bros.\n\n
